E,F,L,A,dL,materials,mat
0.027,34706,4,9940,517.2665623369849,고무,1
0.095,24914,2,3879,135.21661849907056,고무,1
0.044,14948,4,6136,221.46497570226384,고무,1
0.084,11058,8,7283,144.60289127321943,고무,1
0.081,37516,7,7554,429.1929384154254,고무,1
0.038,2876,5,6512,58.11134100607785,고무,1
0.035,2557,2,5364,27.2397997230212,고무,1
0.003,4450,4,1055,5624.012638230648,고무,1
0.08700000000000001,19277,5,1351,820.0396470898526,고무,1
0.076,32883,2,7772,111.3409811198093,고무,1
0.041,10857,9,3027,787.3286760617854,고무,1
0.056,37562,6,4317,932.2446143154968,고무,1
0.057,11018,3,4367,132.79018475889745,고무,1
0.066,20215,7,1641,1306.5296474802872,고무,1
0.005,38219,5,6692,5711.147638971906,고무,1
0.099,33085,2,3465,192.8957686533444,고무,1
0.001,20344,8,560,290628.5714285714,고무,1
0.023,5698,9,1841,1211.1092742602084,고무,1
0.022,39498,3,8060,668.2494924430408,고무,1
0.043000000000000003,20564,9,7791,552.4442335073563,고무,1
0.08700000000000001,25779,9,2988,892.5010386373078,고무,1
0.083,36429,5,9024,243.18684311714944,고무,1
0.004,28271,9,7494,8488.090472377902,고무,1
0.039,8735,6,1408,954.4361888111888,고무,1
0.016,22132,7,695,13932.014388489208,고무,1
0.033,21726,2,3894,338.14259700238125,고무,1
0.041,23704,2,3489,331.41091514096564,고무,1
0.068,24998,8,2053,1432.5090971605396,고무,1
0.089,30248,4,990,1373.1926001588922,고무,1
0.018000000000000002,34592,6,7823,1473.9443521240783,고무,1
0.007,10399,5,3191,2327.752160093119,고무,1
0.005,37371,8,9564,6251.944792973652,고무,1
0.054,23496,3,6833,191.03370896141277,고무,1
0.074,24197,1,8512,38.414765799634225,고무,1
0.074,15113,2,295,1384.6083371507102,고무,1
0.098,7019,2,5903,24.26645738763064,고무,1
0.051000000000000004,3701,5,2468,147.0190993739473,고무,1
0.056,10017,7,9511,131.65019451161814,고무,1
0.031,24822,1,1218,657.397107897664,고무,1
0.049,39028,6,6576,726.7242663488753,고무,1
0.053,18783,4,9138,155.13076227406188,고무,1
0.048,32275,1,6332,106.19011897241525,고무,1
0.026000000000000002,24421,3,2641,1066.947251915067,고무,1
0.098,1980,3,2398,25.27616551207639,고무,1
0.032,9033,3,3749,225.8852360629501,고무,1
0.085,13745,1,7546,21.429350961163685,고무,1
0.017,12212,3,4689,459.5988107335064,고무,1
0.039,33199,8,2688,2533.501221001221,고무,1
0.049,27914,6,3614,945.7777576996486,고무,1
0.083,7994,3,771,374.759739346491,고무,1
0.044,14301,8,9411,276.2917668878778,고무,1
0.041,26938,9,7514,786.9602757778974,고무,1
0.048,39487,2,5920,277.9208896396396,고무,1
0.003,29362,6,3842,15284.747527329517,고무,1
0.022,23995,4,4844,900.645597177389,고무,1
0.03,2124,2,8216,17.234664070107108,고무,1
0.076,22567,4,6413,185.20767848203076,고무,1
0.03,17713,8,1629,2899.611213423368,고무,1
0.031,17080,5,6176,446.055490556577,고무,1
0.011,11143,8,4079,1986.761461142437,고무,1
0.065,31008,6,8324,343.85835212360917,고무,1
0.015,29806,9,8765,2040.342270393611,고무,1
0.08600000000000001,12959,5,8892,84.73124522696125,고무,1
0.04,13968,7,7828,312.2636688809402,고무,1
0.011,24845,6,2600,5212.237762237763,고무,1
0.003,14130,1,8877,530.5846569787091,고무,1
0.025,17862,6,7931,540.5220022695751,고무,1
0.03,1802,2,131,917.0483460559797,고무,1
0.014,33100,6,8301,1708.9163095668337,고무,1
0.035,14770,8,2602,1297.4634896233665,고무,1
0.049,21998,2,1950,460.4500261643119,고무,1
0.006,474,9,9405,75.59808612440192,고무,1
0.039,38911,6,7368,812.4738996074502,고무,1
0.07,7733,8,2496,354.0750915750915,고무,1
0.018000000000000002,27985,5,953,8156.989623411448,고무,1
0.009000000000000001,36722,4,1064,15339.181286549707,고무,1
0.004,36184,4,7114,5086.308687095868,고무,1
0.073,8821,6,9432,76.86744048241486,고무,1
0.036000000000000004,29068,8,1315,4912.209547950993,고무,1
0.077,4882,1,6389,9.923712224541775,고무,1
0.077,13059,2,6026,56.28855048038586,고무,1
0.097,3344,2,8880,7.764465496424259,고무,1
0.088,8952,3,5040,60.55194805194805,고무,1
0.079,38741,1,4476,109.56041221253153,고무,1
0.095,9315,5,2951,166.13458417307245,고무,1
0.094,32788,3,2003,522.4291222740358,고무,1
0.029,5382,5,1253,740.5674656686022,고무,1
0.098,37466,4,7525,203.21920130178316,고무,1
0.08700000000000001,2893,8,4038,65.87988818864466,고무,1
0.059000000000000004,23432,8,7156,443.9938986840485,고무,1
0.028,37718,6,3904,2070.2942037470725,고무,1
0.076,27659,4,1006,1447.054515015172,고무,1
0.005,23342,8,1298,28772.8813559322,고무,1
0.076,33548,2,8200,107.66367137355586,고무,1
0.065,5332,3,8021,30.681000834348296,고무,1
0.01,20841,7,1719,8486.73647469459,고무,1
0.077,1038,2,986,27.343852901662235,고무,1
0.015,21031,7,8925,1099.6601307189542,고무,1
0.094,36206,6,1644,1405.730703525392,고무,1
0.026000000000000002,26485,3,7498,407.57022385456634,고무,1
0.083,6508,6,3840,122.51506024096385,고무,1
0.015,37358,1,1957,1272.6281723726793,고무,1
0.027,29012,8,5820,1477.001400025455,고무,1
0.041,5144,5,4484,139.90122060007397,고무,1
0.026000000000000002,17388,2,2110,633.9044841414509,고무,1
0.033,4399,1,9308,14.321339740334155,고무,1
0.003,36055,6,7720,9340.673575129533,고무,1
0.026000000000000002,33821,6,5156,1513.740526347198,고무,1
0.08,10764,6,5749,140.42442163854582,고무,1
0.068,35301,6,2633,1182.9829539107704,고무,1
0.039,26260,9,4171,1452.8889954447375,고무,1
0.088,34130,9,7144,488.60136923546787,고무,1
0.003,32238,6,1077,59866.29526462396,고무,1
0.085,30440,9,9296,346.7145894502379,고무,1
0.057,18725,3,7592,129.81115856025733,고무,1
0.074,38990,7,7496,492.02818079552344,고무,1
0.015,19051,9,7028,1626.437108708025,고무,1
0.026000000000000002,22594,4,5623,618.175351235995,고무,1
0.065,19958,7,8958,239.93336424682707,고무,1
0.061,8103,6,1173,679.4683661062429,고무,1
0.057,12222,4,3562,240.78725730665798,고무,1
0.026000000000000002,14108,4,8320,260.87278106508876,고무,1
0.035,9901,8,2730,828.9691261119832,고무,1
0.018000000000000002,29291,8,7772,1675.0157259678617,고무,1
0.003,2814,7,2187,3002.286236854138,고무,1
0.08600000000000001,23501,8,382,5722.878363569949,고무,1
0.061,15839,7,5650,321.6973741476861,고무,1
0.029,27400,4,9310,405.940960776325,고무,1
0.018000000000000002,8921,7,4795,723.5198702351986,고무,1
0.03,644,7,7670,19.59148196436332,고무,1
0.006,14062,6,337,41727.00296735905,고무,1
0.069,16564,7,5725,293.52066324916143,고무,1
0.09,27141,4,7701,156.6376661039692,고무,1
0.08700000000000001,3912,9,7240,55.896361211659354,고무,1
0.083,7911,1,746,127.76575470783939,고무,1
0.074,13260,6,6218,172.9069049750941,고무,1
0.073,9178,3,3194,118.08956862610546,고무,1
0.029,6485,4,3810,234.77237759073216,고무,1
0.015,34347,8,4471,4097.15947215388,고무,1
0.055,23188,9,5442,697.2436604189636,고무,1
0.029,8906,3,8016,114.93392525294239,고무,1
0.027,31740,4,5132,916.2553044080714,고무,1
0.037,17649,5,6952,343.0667433831991,고무,1
0.003,24374,7,5425,10483.440860215054,고무,1
0.021,23822,1,8167,138.89812077641145,고무,1
0.065,18893,8,2598,895.0316811748683,고무,1
0.018000000000000002,39352,7,4343,3523.729117097756,고무,1
0.048,8701,3,784,693.6383928571429,고무,1
0.05,186,5,9203,2.0210800825817667,고무,1
0.075,21466,6,9310,184.45542427497315,고무,1
0.017,19974,2,6182,380.1168477743734,고무,1
0.095,33299,8,3055,917.8809544319062,고무,1
0.079,34289,4,6315,274.92508293494495,고무,1
0.054,27004,3,5272,284.5641544427584,고무,1
0.045,19788,6,7056,373.9229024943311,고무,1
0.079,20277,7,1045,1719.3265095996608,고무,1
0.048,38439,4,7649,418.7802327101582,고무,1
0.014,21152,5,1094,6905.197179420214,고무,1
0.092,23925,2,681,763.7425780501819,고무,1
0.07100000000000001,30285,1,9093,46.909633319547765,고무,1
0.07100000000000001,2033,6,4764,36.06272395075744,고무,1
0.064,30231,1,4161,113.52063806777215,고무,1
0.07,29608,5,5522,382.9875303978889,고무,1
0.033,5911,9,8437,191.07394916331742,고무,1
0.093,27385,3,2573,343.32961398142,고무,1
0.08600000000000001,33134,4,2035,757.3052968401805,고무,1
0.006,19091,5,1619,9826.539015853406,고무,1
0.069,16225,2,4574,102.81807063237072,고무,1
0.058,6361,4,486,902.6536114658719,고무,1
0.057,16356,2,8286,69.2607695923371,고무,1
0.012,11331,9,5828,1458.1760466712421,고무,1
0.014,32312,2,7075,652.4381625441696,고무,1
0.007,15527,4,7528,1178.6093821162897,고무,1
0.052000000000000005,37573,5,1706,2117.6954639733067,고무,1
0.08700000000000001,27391,4,3678,342.4024801085047,고무,1
0.013000000000000001,2501,6,4113,280.648600123436,고무,1
0.081,39552,4,6162,316.97260389243513,고무,1
0.043000000000000003,29493,7,5137,934.6283913785531,고무,1
0.022,8762,3,1136,1051.7765685019208,고무,1
0.098,15710,2,614,522.1697799641029,고무,1
0.033,28228,3,8557,299.89269816312003,고무,1
0.04,38316,7,7356,911.5415986949429,고무,1
0.096,16924,6,7186,147.1959365432786,고무,1
0.091,17043,7,9191,142.63953867914265,고무,1
0.061,20496,3,3129,322.1476510067114,고무,1
0.004,27138,6,428,95109.81308411215,고무,1
0.049,11498,3,488,1442.5393108062897,고무,1
0.04,12,2,9582,0.06261740763932373,고무,1
0.05,19810,2,8891,89.12383308964121,고무,1
0.093,22174,4,6944,137.34453198553095,고무,1
0.034,36254,1,1961,543.7501874793772,고무,1
0.026000000000000002,463,7,4082,30.53744393773791,고무,1
0.066,17703,4,155,6921.994134897361,고무,1
0.018000000000000002,5829,6,8378,231.91692528049649,고무,1
0.048,31096,4,3104,834.8367697594502,고무,1
0.035,6477,9,9099,183.0436625688851,고무,1
0.009000000000000001,32861,8,521,56064.83258690551,고무,1
0.052000000000000005,32659,6,7881,478.15583731076686,고무,1
0.036000000000000004,16658,7,4757,680.9029967533226,고무,1
0.056,5771,4,8328,49.49739261698916,고무,1
0.058,8888,4,1650,371.4942528735632,고무,1
0.015,34013,2,6380,710.8254963427377,고무,1
0.011,6219,9,3649,1394.4293579810162,고무,1
0.075,18406,2,3708,132.3696512046027,고무,1
0.055,25032,8,7348,495.511456425991,고무,1
0.033,31452,7,5772,1155.8621558621558,고무,1
0.018000000000000002,24634,9,1646,7482.989064398541,고무,1
0.065,5893,6,7885,68.98785425101215,고무,1
0.097,15650,5,5615,143.66892803701427,고무,1
0.015,12896,5,6870,625.7156720038817,고무,1
0.062,25718,9,6935,538.3212782287137,고무,1
0.053,34915,7,7775,593.1080507189225,고무,1
0.09,19686,7,2061,742.9079734756591,고무,1
0.059000000000000004,35558,4,8831,272.9828857894666,고무,1
0.077,6367,2,2698,61.29600569926737,고무,1
0.044,17830,5,496,4084.952346041056,고무,1
0.006,15258,4,3503,2903.7967456465885,고무,1
0.029,12616,5,2540,856.3670920445288,고무,1
0.05,36413,5,7758,469.3606599639082,고무,1
0.014,6617,5,3263,724.245873648264,고무,1
0.041,29400,9,7153,902.231027063521,고무,1
0.023,25405,1,9774,113.01056040426687,고무,1
0.091,7208,8,1732,365.86046747709565,고무,1
0.076,3981,2,2880,36.37609649122807,고무,1
0.063,24578,7,9324,292.8881262214595,고무,1
0.022,17736,7,6043,933.8528425074843,고무,1
0.097,25893,8,4518,472.6660368833942,고무,1
0.002,1936,2,268,7223.880597014925,고무,1
0.089,32197,2,7781,92.9865171427375,고무,1
0.025,39642,4,4160,1524.6923076923076,고무,1
0.056,11460,2,3838,106.64036328444875,고무,1
0.016,33781,7,6113,2417.66522165876,고무,1
0.044,12207,5,8283,167.47061341411214,고무,1
0.042,13492,3,2223,433.5196966775914,고무,1
0.048,23732,2,6372,155.1841389412011,고무,1
0.066,12092,5,6481,141.34556489131398,고무,1
0.049,27016,7,6256,616.9163317500912,고무,1
0.07,9638,1,1541,89.3482896078613,고무,1
0.028,19215,9,685,9016.423357664235,고무,1
0.096,3910,2,2694,30.236946300420684,고무,1
0.047,9991,6,1513,842.9919421749096,고무,1
0.042,20769,7,6193,558.9375100920394,고무,1
0.055,10920,2,7433,53.42269730807333,고무,1
0.082,17848,4,585,1488.2634980195955,고무,1
0.045,22347,5,3926,632.4503311258279,고무,1
0.032,5042,3,2644,178.77742057488652,고무,1
0.035,19777,8,9898,456.7040960655832,고무,1
0.08600000000000001,20607,8,8831,217.0683085220405,고무,1
0.081,19977,2,2327,211.9721784526254,고무,1
0.051000000000000004,35944,6,1011,4182.696223890149,고무,1
0.025,12012,6,7028,410.19920318725093,고무,1
0.067,5827,5,6993,62.18371890013681,고무,1
0.041,32267,5,1961,2006.629270780214,고무,1
0.008,37127,7,9380,3463.3395522388055,고무,1
0.012,14611,2,3968,613.7012768817204,고무,1
0.073,19197,6,3151,500.7412302248036,고무,1
0.03,36040,6,5843,1233.6128701009757,고무,1
0.002,14628,3,2796,7847.63948497854,고무,1
0.029,32593,8,9568,939.7128358897473,고무,1
0.047,31534,1,9737,68.90584062984142,고무,1
0.005,2121,3,2550,499.05882352941177,고무,1
0.035,6759,5,4205,229.6245965687107,고무,1
0.089,5242,4,9873,23.862605653598454,고무,1
0.022,11380,7,33,109724.51790633608,고무,1
0.08700000000000001,16532,9,9464,180.7065613431661,고무,1
0.089,36538,5,786,2611.5733196100296,고무,1
0.069,10578,5,8153,94.01713959652088,고무,1
0.096,8688,8,2450,295.51020408163265,고무,1
0.098,24146,7,2387,722.5447363696211,고무,1
0.009000000000000001,32428,2,100,72062.2222222222,고무,1
0.024,1182,1,3770,13.063660477453581,고무,1
0.073,11706,7,8703,128.97772615017024,고무,1
0.095,17217,4,8221,88.17982189386616,고무,1
0.083,819,6,490,120.82616179001721,고무,1
0.044,7979,4,2972,244.06582650189648,고무,1
0.049,30607,1,188,3322.51411202779,고무,1
0.054,14307,2,4575,115.82270795385548,고무,1
0.032,30536,1,8421,113.31789573684837,고무,1
0.025,27251,4,3953,1103.0002529724259,고무,1
0.088,21787,6,4059,365.97124235705166,고무,1
0.013000000000000001,7558,2,4854,239.54866723717154,고무,1
0.039,30446,9,3602,1950.5830094392004,고무,1
0.018000000000000002,21476,3,8829,405.40642579378556,고무,1
0.064,4801,2,3635,41.27407152682255,고무,1
0.07,23074,1,2170,151.90256747860434,고무,1
0.028,15013,1,6797,78.88459194182307,고무,1
0.026000000000000002,4323,8,6745,197.20590750983635,고무,1
0.039,3667,8,9517,79.03805066776592,고무,1
0.042,20314,4,7759,249.3448468445246,고무,1
0.016,12686,5,8806,450.19021121962294,고무,1
0.001,34976,2,2480,28206.451612903227,고무,1
0.03,1295,8,6363,54.27209387605428,고무,1
0.048,14778,3,5890,156.81239388794566,고무,1
0.067,20224,4,5415,222.97377379032812,고무,1
0.075,22253,6,2156,825.7142857142858,고무,1
0.006,34140,8,272,167352.94117647057,고무,1
0.033,37825,6,4895,1404.9586776859505,고무,1
0.029,10998,7,807,3289.5782591975385,고무,1
0.001,34467,8,583,472960.54888507724,고무,1
0.088,25630,6,3326,525.405892964522,고무,1
0.063,26702,1,6821,62.13770265962027,고무,1
0.026000000000000002,24765,2,4495,423.80422691879863,고무,1
0.092,36761,2,701,1140.0173664950692,고무,1
0.077,25043,7,8830,257.8297127561001,고무,1
0.067,6803,2,1966,103.29329952475668,고무,1
0.012,113,3,9511,2.9702449794974237,고무,1
0.091,39479,2,9487,91.45887316014858,고무,1
0.046,26384,7,3609,1112.484489259942,고무,1
0.05,20893,9,239,15735.31380753138,고무,1
0.062,5896,3,6539,43.629044591014704,고무,1
0.098,36050,9,4046,818.2684838641338,고무,1
0.029,23506,5,3369,1202.9559574620525,고무,1
0.041,16356,6,9273,258.1215330108655,고무,1
0.061,17778,6,1860,940.1374933897409,고무,1
0.033,35598,7,2363,3195.552648790059,고무,1
0.097,5055,6,4324,72.31276881848613,고무,1
0.082,16431,6,7620,157.77799116573843,고무,1
0.044,28650,6,6635,588.8196204699595,고무,1
0.033,31708,3,8368,344.4724491569616,고무,1
0.007,30322,4,158,109663.6528028933,고무,1
0.058,12230,4,6619,127.42835411120545,고무,1
0.076,29795,5,8658,226.40302245565402,고무,1
0.01,8162,9,6273,1171.0186513629842,고무,1
0.062,21724,7,5262,466.117384534275,고무,1
0.063,6444,2,730,280.2348336594912,고무,1
0.01,23000,5,7037,1634.2191274690917,고무,1
0.044,19673,8,8931,400.50488085422586,고무,1
0.045,31592,2,9175,153.03421132303967,고무,1
0.022,22210,5,3050,1654.9925484351716,고무,1
0.045,35931,2,4364,365.9333944393523,고무,1
0.001,36848,2,2882,25571.13115891742,고무,1
0.089,23884,9,6395,377.6756771002627,고무,1
0.091,10881,3,101,3551.626591230552,고무,1
0.026000000000000002,26396,3,9155,332.68075452674026,고무,1
0.08,16710,5,8362,124.89535996173164,고무,1
0.013000000000000001,24192,3,9605,581.2357345933608,고무,1
0.093,14145,4,7027,86.5784967659305,고무,1
0.029,20745,4,1137,2516.60449458648,고무,1
0.001,26349,1,2032,12967.027559055117,고무,1
0.084,108,1,3373,0.38117826436830293,고무,1
0.028,28076,9,2435,3706.1308301554704,고무,1
0.098,34395,3,3538,297.5998200297643,고무,1
0.054,16172,9,4278,630.0451924575347,고무,1
0.026000000000000002,2122,4,4089,79.83896758658314,고무,1
0.007,15755,2,7828,575.0419738667056,고무,1
0.067,22683,4,2144,631.6273112051682,고무,1
0.097,18648,6,8068,142.9703192962908,고무,1
0.049,8947,7,7058,181.09136542120388,고무,1
0.039,15056,8,6273,492.33385244863007,고무,1
0.07200000000000001,25480,6,4088,519.4063926940639,고무,1
0.097,10178,4,3058,137.25027475676438,고무,1
0.077,24216,7,3239,679.6710544780938,고무,1
0.046,18477,1,8116,49.49161077420875,고무,1
0.017,39508,1,8253,281.5945716709075,고무,1
0.07200000000000001,34551,4,5663,338.9546176938018,고무,1
0.053,11533,3,962,678.5980465225749,고무,1
0.091,5092,8,1241,360.7158353330795,고무,1
0.043000000000000003,1272,7,5226,39.622994152671346,고무,1
0.082,4370,5,7168,37.17402547909407,고무,1
0.091,12914,1,3965,35.791194933691784,고무,1
0.041,34343,1,6268,133.63659003533238,고무,1
0.052000000000000005,26871,5,6161,419.3718552183087,고무,1
0.032,24519,2,9773,156.8031822367748,고무,1
0.019,23267,8,6296,1556.0088276600013,고무,1
0.054,30650,8,848,5354.647099930118,고무,1
0.004,32840,7,5224,11001.14854517611,고무,1
0.063,39684,7,2394,1841.8267891952103,고무,1
0.017,21796,9,9812,1176.014963669936,고무,1
0.01,31372,3,4338,2169.571230982019,고무,1
0.081,24098,4,7694,154.6691826563588,고무,1
0.011,1562,3,3061,139.1702058150931,고무,1
0.068,31627,4,8257,225.3132814225363,고무,1
0.058,2189,6,3673,61.6521306458124,고무,1
0.065,15446,5,7837,151.60824883933216,고무,1
0.014,15477,4,7364,600.4888647474198,고무,1
0.096,24231,1,7322,34.47230947828462,고무,1
0.088,21871,6,6693,222.80061937166377,고무,1
0.038,19859,8,861,4855.798031664528,고무,1
0.04,24926,1,2297,271.28863735306925,고무,1
0.005,21080,1,6123,688.5513637105994,고무,1
0.033,37687,5,1967,2902.9748424766217,고무,1
0.01,114,8,5387,16.929645442732504,고무,1
0.042,35737,1,4803,177.15614249030864,고무,1
0.079,24728,1,2368,132.18439958946288,고무,1
0.013000000000000001,34078,9,3636,6488.575780654988,고무,1
0.077,33459,3,4367,298.5109692231286,고무,1
0.005,36421,4,2719,10715.998528870909,고무,1
0.09,10499,4,4195,111.23294927824129,고무,1
0.031,21603,5,3621,962.2631424218938,고무,1
0.003,20354,1,708,9582.862523540489,고무,1
0.023,12951,4,4190,537.5531804503476,고무,1
0.063,11924,1,5777,32.762652115257275,고무,1
0.04,38324,5,8934,536.2099843295276,고무,1
0.027,39772,7,4854,2124.2808527522166,고무,1
0.008,7655,8,9355,818.2789951897381,고무,1
0.042,4941,7,9884,83.31647106434642,고무,1
0.078,30972,2,8526,93.14495028780743,고무,1
0.027,5510,1,8501,24.005890374552887,고무,1
0.002,24622,2,5143,4787.478125607622,고무,1
0.085,15965,7,2007,655.0895395527418,고무,1
0.077,17004,5,7308,151.08864862559443,고무,1
0.07200000000000001,30776,6,1095,2342.1613394216133,고무,1
0.04,22218,9,4590,1089.1176470588236,고무,1
0.098,16119,5,424,1939.617828263381,고무,1
0.026000000000000002,30579,2,2099,1120.6435298860263,고무,1
0.067,31535,4,1572,1197.6377653716152,고무,1
0.03,15848,1,4877,108.31795502699747,고무,1
0.078,27642,7,1217,2038.3667277668922,고무,1
0.065,36093,1,7194,77.18611663565792,고무,1
0.093,29636,8,4689,543.6837989621099,고무,1
0.058,38253,4,5414,487.2807408634065,고무,1
0.079,39147,3,2218,670.2411797605323,고무,1
0.022,30162,1,2787,491.9268030139936,고무,1
0.019,20584,5,8448,641.1981658692185,고무,1
0.07100000000000001,35730,9,2577,1757.53004640181,고무,1
0.077,26838,8,5325,523.6363636363636,고무,1
0.012,34307,9,8345,3083.3133612941883,고무,1
0.064,7539,8,6427,146.6275089466314,고무,1
0.025,27635,2,260,8503.076923076924,고무,1
0.009000000000000001,34965,2,4220,1841.2322274881515,고무,1
0.07200000000000001,7903,9,5585,176.88003581020587,고무,1
0.08700000000000001,34138,7,6353,432.35253143143524,고무,1
0.069,22139,6,4088,470.9223177061176,고무,1
0.088,17460,1,4141,47.91332791815768,고무,1
0.099,22068,8,5186,343.8628475265575,고무,1
0.065,21814,5,1207,1390.2236951118475,고무,1
0.065,515,1,2819,2.81059841187546,고무,1
0.018000000000000002,36780,5,676,15113.412228796842,고무,1
0.062,3980,2,5212,24.632980962047878,고무,1
0.058,3735,2,6881,18.717207302467063,고무,1
0.065,16674,9,7147,323.03171852633164,고무,1
0.019,31988,2,455,7400.347021399653,고무,1
0.013000000000000001,34710,5,6754,1976.6064554338168,고무,1
0.013000000000000001,34576,2,9853,539.8746184293733,고무,1
0.082,15590,5,9851,96.4988078466715,고무,1
0.007,30226,9,3379,11501.035809411067,고무,1
0.053,5690,3,4441,72.52318660169179,고무,1
0.065,2521,5,5593,34.672461455940805,고무,1
0.007,38634,1,1523,3623.8626770471815,고무,1
0.007,25452,6,3939,5538.461538461538,고무,1
0.068,38478,8,7319,618.5030098936691,고무,1
0.056,22066,5,9121,216.0046674080223,고무,1
0.041,30416,9,77,86710.1678808996,고무,1
0.013000000000000001,9506,9,5813,1132.1309002368696,고무,1
0.014,10552,9,9245,733.7402456926524,고무,1
0.025,33176,9,2165,5516.56351039261,고무,1
0.029,27474,2,7903,239.75181838411427,고무,1
0.003,5796,3,3141,1845.272206303725,고무,1
0.025,4258,6,5720,178.65734265734267,고무,1
0.099,14649,4,8136,72.74813027025417,고무,1
0.076,38288,5,9120,276.2003693444137,고무,1
0.048,32154,3,8621,233.1081081081081,고무,1
0.032,12272,3,4294,267.93199813693525,고무,1
0.016,26300,9,4540,3258.535242290749,고무,1
0.005,11764,3,8056,876.1668321747766,고무,1
0.005,39592,9,1469,48513.00204220558,고무,1
0.052000000000000005,21291,1,6513,62.865393473408204,고무,1
0.041,11029,3,8875,90.92957746478874,고무,1
0.067,21263,6,1786,1066.1529976099346,고무,1
0.011,26331,2,3336,1435.0882930019623,고무,1
0.043000000000000003,13779,6,6666,288.42651707031166,고무,1
0.014,13914,8,4649,1710.2295424515257,고무,1
0.036000000000000004,18912,5,3495,751.5498330948974,고무,1
0.075,9423,5,9228,68.07542262678804,고무,1
0.052000000000000005,14045,2,5879,91.88506679576588,고무,1
0.092,9891,4,386,1114.1022752872268,고무,1
0.07,26120,8,3784,788.8855330715794,고무,1
0.074,4408,3,4372,40.87436017902624,고무,1
0.062,33843,5,3954,690.2564981154242,고무,1
0.048,29645,9,8888,625.3867574257425,고무,1
0.001,26511,2,2554,20760.375880971023,고무,1
0.028,6590,7,1016,1621.5551181102362,고무,1
0.089,38181,6,6432,400.1865671641791,고무,1
0.062,38781,4,7254,344.9131513647643,고무,1
0.089,17292,9,2396,729.8118587158373,고무,1
0.055,39976,5,4722,769.6276616225791,고무,1
0.082,22636,6,5975,277.20379630574547,고무,1
0.042,20048,5,4268,559.2002499218994,고무,1
0.022,29328,3,1017,3932.421560740145,고무,1
0.015,30670,6,6301,1946.992540866529,고무,1
0.023,12285,3,5053,317.1168225505296,고무,1
0.05,4294,6,2369,217.5094976783453,고무,1
0.085,37233,5,4534,483.0561249643218,고무,1
0.08,30677,5,8097,236.7929480054341,고무,1
0.03,28334,2,6157,306.7944345189757,고무,1
0.085,39394,3,8834,157.3892314453515,고무,1
0.08600000000000001,25528,2,5864,101.24052159015197,고무,1
0.023,13301,1,8125,71.17591973244147,고무,1
0.026000000000000002,11415,7,2589,1187.0487565736696,고무,1
0.052000000000000005,27848,6,5184,619.8361823361822,고무,1
0.057,13671,6,3891,369.84133425313473,고무,1
0.016,5097,8,8859,287.6735523196749,고무,1
0.024,31022,1,6401,201.93459355309068,고무,1
0.016,11608,5,1970,1841.3705583756346,고무,1
0.054,25125,5,8638,269.3203159167503,고무,1
0.089,31818,6,9241,232.12138381832796,고무,1
0.084,12062,4,8655,66.3640615113752,고무,1
0.079,3436,2,2308,37.68948950266547,고무,1
0.055,4546,6,4071,121.81952167213774,고무,1
0.069,25355,5,6683,274.924261645924,고무,1
0.097,5483,9,6157,82.62659716792051,고무,1
0.08600000000000001,31294,8,8471,343.65125338706883,고무,1
0.07100000000000001,23810,2,3730,179.81346524185324,고무,1
0.097,24450,2,2456,205.262097451224,고무,1
0.074,13641,6,1327,833.4792969306911,고무,1
0.002,35812,8,5614,25516.20947630923,고무,1
0.073,12083,4,6919,95.69044540841479,고무,1
0.047,37865,1,7583,106.2426873100805,고무,1
0.012,30013,3,668,11232.41017964072,고무,1
0.07100000000000001,35387,9,3447,1301.3275475306143,고무,1
0.042,30566,9,3151,2078.659835879766,고무,1
0.031,5392,6,3024,345.11008704557094,고무,1
0.044,1911,2,5377,16.154665494446043,고무,1
0.088,14319,6,276,3537.302371541502,고무,1
0.06,39428,1,7990,82.2444722569879,고무,1
0.061,36778,3,1631,1108.9847322873425,고무,1
0.096,1704,8,377,376.657824933687,고무,1
0.022,2622,5,3665,162.5945677787424,고무,1
0.062,37998,1,1403,436.82891499781573,고무,1
0.061,7336,6,6903,104.5304607405191,고무,1
0.053,38219,4,7634,377.8429172371862,고무,1
0.04,21163,8,194,21817.525773195877,고무,1
0.031,3086,7,2253,309.293701587847,고무,1
0.07200000000000001,33459,8,3590,1035.5617455896006,고무,1
0.076,7153,2,4833,38.94823962451131,고무,1
0.063,3378,6,3193,100.75611829448347,고무,1
0.012,25012,8,4838,3446.603279592118,고무,1
0.081,1321,3,803,60.92892394262257,고무,1
0.027,27613,1,8093,126.36892421891804,고무,1
0.097,19508,5,9765,102.97665236142123,고무,1
0.096,23433,3,2579,283.9399961225281,고무,1
0.08600000000000001,11087,9,9115,127.29209455408282,고무,1
0.057,1189,5,1309,79.67780413600848,고무,1
0.009000000000000001,12537,1,9005,154.69183786785118,고무,1
0.02,14641,5,4329,845.5185955185956,고무,1
0.082,21304,3,856,910.5311146569409,고무,1
0.024,21851,3,4283,637.7247256595844,고무,1
0.04,2895,5,8033,45.04854973235404,고무,1
0.083,11734,5,144,4908.80187416332,고무,1
0.008,38751,8,3704,10461.93304535637,고무,1
0.09,24092,4,3914,273.57065803667746,고무,1
0.066,1570,7,4638,35.90236125811805,고무,1
0.092,13305,2,1293,223.69615656209018,고무,1
0.062,13966,3,723,934.6807656270914,고무,1
